user_id,age,monthly_income,investment_capital,investment_horizon,risk_tolerance,investment_goal,preferred_market,experience_level,liquidity_need,recommended_market,recommendation_confidence,recommendation_reason,score_deposits,score_saudi_funds,score_saudi_stocks,score_us_stocks,score_mixed
USR1159,47,19000,399000,long,high,capital_preservation,Both,advanced,low,Mixed,0.086,high risk tolerance; long investment horizon; low liquidity need,28,21,38,64,70
USR1160,34,15500,150000,medium,medium,balanced,US,intermediate,high,Mixed,0.259,medium risk tolerance; medium investment horizon; balanced goal,22,40,34,16,54
USR1161,22,5000,63000,medium,low,growth,Saudi,intermediate,medium,Saudi_Funds,0.236,low risk tolerance; medium investment horizon; medium liquidity need,35,55,42,24,42
USR1162,60,16500,457000,long,low,balanced,Both,advanced,low,Mixed,0.324,long investment horizon; low liquidity need; balanced goal,43,46,18,39,68
USR1163,24,10500,198000,medium,low,capital_preservation,Saudi,beginner,medium,Saudi_Funds,0.12,low risk tolerance; medium investment horizon; medium liquidity need,73,83,22,6,22
USR1164,22,5500,55000,medium,high,growth,Both,beginner,medium,Mixed,0.229,high risk tolerance; medium investment horizon; medium liquidity need,10,37,40,54,70
USR1165,48,21500,750000,short,medium,income,US,advanced,low,Mixed,0.071,medium risk tolerance; low liquidity need; advanced investor,39,38,26,38,42
USR1166,62,14500,385000,medium,medium,income,Both,advanced,high,Saudi_Funds,0.115,medium risk tolerance; medium investment horizon; high liquidity need,44,61,26,15,54
USR1167,51,26000,899000,long,low,income,US,beginner,medium,Saudi_Funds,0.033,low risk tolerance; medium liquidity need; income goal,59,61,10,36,28
USR1168,43,10500,179000,medium,medium,growth,Both,advanced,high,Mixed,0.424,medium risk tolerance; medium investment horizon; growth goal,22,37,38,33,66
USR1169,43,19500,364000,medium,medium,capital_preservation,Saudi,intermediate,medium,Saudi_Funds,0.172,medium risk tolerance; medium investment horizon; medium liquidity need,28,58,48,0,42
USR1170,46,21500,701000,short,low,income,Both,intermediate,high,Deposits,0.333,low risk tolerance; short investment horizon; high liquidity need,96,64,8,9,30
USR1171,45,13000,264000,short,medium,balanced,Saudi,intermediate,high,Saudi_Funds,0.021,medium risk tolerance; short investment horizon; high liquidity need,47,48,40,0,44
USR1172,40,18500,487000,medium,medium,balanced,Both,advanced,high,Mixed,0.375,medium risk tolerance; medium investment horizon; balanced goal,22,45,26,15,72
USR1173,39,16000,181000,short,low,capital_preservation,Saudi,intermediate,high,Deposits,0.373,low risk tolerance; short investment horizon; high liquidity need,110,69,22,0,8
USR1174,37,11500,204000,medium,medium,income,Both,intermediate,medium,Mixed,0.086,medium risk tolerance; medium investment horizon; medium liquidity need,14,53,34,5,58
USR1175,30,7500,53000,short,medium,capital_preservation,Both,beginner,medium,Deposits,0.0,short investment horizon; capital preservation goal; beginner investor,63,63,18,5,40
USR1176,35,6500,63000,medium,medium,balanced,Both,intermediate,low,Mixed,0.462,medium risk tolerance; medium investment horizon; low liquidity need,0,37,42,13,78
USR1177,22,9000,27000,medium,low,capital_preservation,Saudi,beginner,medium,Saudi_Funds,0.114,low risk tolerance; medium investment horizon; medium liquidity need,78,88,22,6,22
USR1178,37,8000,34000,medium,low,income,Both,intermediate,medium,Saudi_Funds,0.239,low risk tolerance; medium investment horizon; medium liquidity need,54,71,16,5,40
USR1179,28,10500,370000,short,low,capital_preservation,Both,beginner,medium,Deposits,0.224,low risk tolerance; short investment horizon; capital preservation goal,98,76,0,11,28
USR1180,26,8500,93000,medium,medium,income,Saudi,beginner,high,Saudi_Funds,0.343,medium risk tolerance; medium investment horizon; high liquidity need,46,70,40,6,34
USR1181,39,18500,460000,medium,medium,balanced,US,intermediate,low,Mixed,0.323,medium risk tolerance; medium investment horizon; low liquidity need,0,32,42,24,62
USR1182,51,17500,537000,medium,low,capital_preservation,Both,advanced,high,Deposits,0.224,low risk tolerance; high liquidity need; capital preservation goal,85,66,8,19,42
USR1183,47,16000,338000,medium,medium,income,Saudi,advanced,low,Saudi_Funds,0.04,medium risk tolerance; medium investment horizon; income goal,14,50,48,18,46
USR1184,22,10000,80000,medium,medium,balanced,Saudi,intermediate,low,Mixed,0.176,medium risk tolerance; medium investment horizon; low liquidity need,0,42,56,14,68
USR1185,28,11500,310000,long,low,capital_preservation,Both,beginner,high,Deposits,0.305,low risk tolerance; high liquidity need; capital preservation goal,95,66,10,27,38
USR1186,47,20000,456000,medium,high,growth,US,intermediate,low,US_Stocks,0.134,high risk tolerance; low liquidity need; growth goal,0,12,56,67,58
USR1187,28,12000,325000,long,medium,growth,US,intermediate,low,Mixed,0.059,medium risk tolerance; long investment horizon; low liquidity need,0,12,56,64,68
USR1188,35,7500,213000,long,high,growth,US,intermediate,medium,US_Stocks,0.173,high risk tolerance; long investment horizon; growth goal,0,8,50,75,62
USR1189,43,21000,738000,medium,low,income,Both,advanced,medium,Saudi_Funds,0.258,low risk tolerance; medium investment horizon; medium liquidity need,49,66,8,19,48
USR1190,28,12500,274000,short,low,capital_preservation,US,beginner,medium,Deposits,0.276,low risk tolerance; short investment horizon; capital preservation goal,98,71,0,22,12
USR1191,39,10000,142000,short,medium,capital_preservation,Both,advanced,low,Deposits,0.019,short investment horizon; capital preservation goal,53,43,26,23,52
USR1192,24,8000,195000,long,medium,growth,Both,intermediate,medium,Mixed,0.415,medium risk tolerance; long investment horizon; medium liquidity need,0,25,48,45,82
USR1193,31,11000,57000,short,low,income,Saudi,intermediate,high,Deposits,0.281,low risk tolerance; short investment horizon; high liquidity need,96,69,22,0,8
USR1194,41,14500,472000,long,medium,growth,Saudi,beginner,medium,Saudi_Stocks,0.037,medium risk tolerance; long investment horizon; growth goal,10,42,54,34,52
USR1195,22,8500,58000,medium,low,capital_preservation,US,beginner,medium,Deposits,0.0,low risk tolerance; capital preservation goal; beginner investor,73,73,8,22,22
USR1196,42,26000,359000,medium,medium,growth,Saudi,intermediate,medium,Mixed,0.0,controlled label noise for model robustness,0,42,60,18,54
USR1197,37,20000,598000,medium,low,income,Saudi,intermediate,high,Deposits,0.0,low risk tolerance; high liquidity need; income goal,71,71,30,4,24
USR1198,43,10000,227000,short,low,income,Both,intermediate,low,Deposits,0.243,low risk tolerance; short investment horizon; income goal,74,56,16,13,32
USR1199,40,18500,295000,medium,medium,growth,Both,advanced,low,Mixed,0.378,medium risk tolerance; medium investment horizon; low liquidity need,0,29,46,41,74
USR1200,51,31000,577000,long,medium,balanced,Saudi,advanced,medium,Mixed,0.432,medium risk tolerance; long investment horizon; medium liquidity need,0,38,42,30,74
USR1201,39,16500,514000,medium,medium,capital_preservation,Both,beginner,high,Saudi_Funds,0.077,medium risk tolerance; medium investment horizon; high liquidity need,60,65,26,9,50
USR1202,33,18000,255000,medium,medium,growth,Saudi,beginner,high,Saudi_Funds,0.037,medium risk tolerance; medium investment horizon; high liquidity need,32,54,52,18,40
USR1203,39,29500,935000,medium,medium,income,Both,advanced,high,Mixed,0.117,medium risk tolerance; medium investment horizon; advanced investor,36,53,26,19,60
USR1204,43,23000,135000,medium,medium,growth,Saudi,beginner,medium,Saudi_Funds,0.037,medium risk tolerance; medium investment horizon; medium liquidity need,10,54,52,18,46
USR1205,38,15500,443000,medium,low,income,US,beginner,low,Saudi_Funds,0.092,low risk tolerance; medium investment horizon; income goal,59,65,16,24,18
USR1206,38,20500,634000,short,low,capital_preservation,US,beginner,high,Deposits,0.408,low risk tolerance; short investment horizon; high liquidity need,120,71,0,20,6
USR1207,30,11500,103000,short,low,capital_preservation,Saudi,intermediate,medium,Deposits,0.216,low risk tolerance; short investment horizon; capital preservation goal,88,69,22,0,14
USR1208,31,11500,197000,medium,low,capital_preservation,Both,intermediate,medium,Saudi_Funds,0.045,low risk tolerance; medium investment horizon; medium liquidity need,63,66,16,5,40
USR1209,23,7000,59000,short,low,capital_preservation,Saudi,beginner,high,Deposits,0.325,low risk tolerance; short investment horizon; high liquidity need,120,81,14,6,6
USR1210,55,36500,960000,long,medium,balanced,Saudi,advanced,medium,Mixed,0.378,medium risk tolerance; long investment horizon; medium liquidity need,8,46,42,30,74
USR1211,25,6500,134000,medium,high,balanced,Saudi,intermediate,medium,Mixed,0.265,high risk tolerance; medium investment horizon; medium liquidity need,0,38,50,31,68
USR1212,31,19500,467000,long,low,growth,Saudi,intermediate,medium,Saudi_Stocks,0.023,long investment horizon; growth goal; intermediate investor,35,43,44,34,42
USR1213,30,13000,123000,short,medium,income,Saudi,intermediate,high,Deposits,0.082,short investment horizon; high liquidity need; income goal,61,56,40,0,26
USR1214,46,10500,104000,long,high,growth,US,advanced,medium,US_Stocks,0.247,high risk tolerance; long investment horizon; growth goal,0,8,42,85,64
USR1215,35,15000,65000,long,medium,balanced,US,beginner,medium,Mixed,0.31,medium risk tolerance; long investment horizon; medium liquidity need,10,40,28,32,58
USR1216,50,9000,122000,short,medium,capital_preservation,US,intermediate,low,Deposits,0.283,short investment horizon; capital preservation goal,53,38,34,24,34
USR1217,31,14000,300000,medium,medium,income,Saudi,intermediate,medium,Saudi_Funds,0.172,medium risk tolerance; medium investment horizon; medium liquidity need,14,58,48,0,42
USR1218,40,20500,641000,long,high,balanced,Both,advanced,medium,Mixed,0.348,high risk tolerance; long investment horizon; medium liquidity need,0,21,30,60,92
USR1219,29,8500,212000,short,low,capital_preservation,US,beginner,medium,Saudi_Stocks,0.0,controlled label noise for model robustness,98,71,0,22,12
USR1220,59,23500,408000,short,low,capital_preservation,Both,beginner,high,Deposits,0.344,low risk tolerance; short investment horizon; high liquidity need,128,84,0,5,16
USR1221,26,19000,654000,medium,medium,income,Both,intermediate,low,Mixed,0.375,medium risk tolerance; medium investment horizon; low liquidity need,14,45,42,23,72
USR1222,41,13000,347000,medium,medium,growth,US,intermediate,low,Mixed,0.036,medium risk tolerance; medium investment horizon; low liquidity need,0,24,54,42,56
USR1223,44,11500,387000,medium,low,income,Both,intermediate,high,Deposits,0.07,low risk tolerance; high liquidity need; income goal,71,66,16,5,34
USR1224,42,26500,540000,long,medium,growth,US,intermediate,high,Mixed,0.1,medium risk tolerance; long investment horizon; growth goal,22,20,48,54,60
USR1225,36,27000,311000,medium,low,income,Saudi,beginner,high,Saudi_Funds,0.024,low risk tolerance; medium investment horizon; high liquidity need,81,83,22,0,10
USR1226,36,13500,64000,medium,medium,balanced,Saudi,intermediate,low,Mixed,0.097,medium risk tolerance; medium investment horizon; low liquidity need,0,42,56,8,62
USR1227,38,20500,552000,medium,high,capital_preservation,Both,intermediate,medium,Mixed,0.379,high risk tolerance; medium investment horizon; medium liquidity need,28,41,36,34,66
USR1228,36,21500,150000,long,medium,growth,Saudi,intermediate,medium,Saudi_Stocks,0.032,medium risk tolerance; long investment horizon; growth goal,0,30,62,34,60
USR1229,47,13500,175000,medium,low,income,Both,beginner,low,Saudi_Funds,0.157,low risk tolerance; medium investment horizon; income goal,59,70,16,13,34
USR1230,60,19500,401000,long,medium,balanced,Both,intermediate,low,Mixed,0.476,medium risk tolerance; long investment horizon; low liquidity need,8,33,44,29,84
USR1231,32,18000,389000,short,low,capital_preservation,Saudi,intermediate,high,Deposits,0.373,low risk tolerance; short investment horizon; high liquidity need,110,69,22,0,8
USR1232,24,15500,353000,medium,medium,income,Both,intermediate,medium,Mixed,0.172,medium risk tolerance; medium investment horizon; medium liquidity need,14,53,34,11,64
USR1233,37,17000,144000,short,medium,balanced,Saudi,intermediate,high,Saudi_Funds,0.021,medium risk tolerance; short investment horizon; high liquidity need,47,48,40,0,44
USR1234,63,17500,271000,medium,low,income,Both,advanced,medium,Saudi_Funds,0.23,low risk tolerance; medium investment horizon; medium liquidity need,57,74,8,15,42
USR1235,29,21500,502000,medium,medium,growth,Saudi,beginner,medium,Mixed,0.069,medium risk tolerance; medium investment horizon; medium liquidity need,10,54,52,28,58
USR1236,54,17000,595000,short,medium,growth,Both,advanced,medium,Mixed,0.456,medium risk tolerance; medium liquidity need; growth goal,25,35,30,37,68
USR1237,54,18000,486000,medium,low,balanced,Both,advanced,low,Mixed,0.194,medium investment horizon; low liquidity need; balanced goal,35,50,16,23,62
USR1238,32,13500,451000,long,high,growth,Saudi,intermediate,medium,Saudi_Stocks,0.031,high risk tolerance; long investment horizon; growth goal,0,18,64,59,62
USR1239,43,28000,788000,medium,low,income,Saudi,beginner,low,Saudi_Funds,0.213,low risk tolerance; medium investment horizon; income goal,59,75,30,12,24
USR1240,54,28000,630000,long,medium,capital_preservation,US,intermediate,medium,Mixed,0.333,medium risk tolerance; long investment horizon; medium liquidity need,28,36,36,36,54
USR1241,34,14500,135000,medium,low,growth,Both,intermediate,low,Mixed,0.222,medium investment horizon; low liquidity need; growth goal,35,42,36,31,54
USR1242,35,15500,387000,short,low,income,Saudi,beginner,medium,Deposits,0.036,low risk tolerance; short investment horizon; income goal,84,81,14,0,6
USR1243,32,12000,282000,medium,high,growth,Saudi,intermediate,high,Saudi_Stocks,0.194,high risk tolerance; medium investment horizon; growth goal,22,30,62,43,50
USR1244,27,12000,274000,medium,medium,balanced,Saudi,beginner,medium,Saudi_Funds,0.065,medium risk tolerance; medium investment horizon; medium liquidity need,10,62,40,6,58
USR1245,31,4500,86000,medium,high,balanced,US,intermediate,medium,Mixed,0.339,high risk tolerance; medium investment horizon; medium liquidity need,0,28,36,41,62
USR1246,25,8000,163000,short,low,income,Both,beginner,medium,Deposits,0.095,low risk tolerance; short investment horizon; income goal,84,76,0,11,28
USR1247,38,15500,217000,long,high,growth,US,advanced,medium,Saudi_Stocks,0.0,controlled label noise for model robustness,0,8,42,85,64
USR1248,30,7000,140000,short,high,income,Saudi,intermediate,high,Deposits,0.279,short investment horizon; high liquidity need; income goal,61,44,42,25,28
USR1249,40,17000,161000,medium,low,income,Both,intermediate,high,Deposits,0.07,low risk tolerance; high liquidity need; income goal,71,66,16,5,34
USR1250,22,7000,206000,medium,medium,capital_preservation,Saudi,intermediate,medium,Saudi_Funds,0.172,medium risk tolerance; medium investment horizon; medium liquidity need,28,58,48,6,48
USR1251,41,28500,260000,medium,low,income,Saudi,intermediate,high,Deposits,0.0,low risk tolerance; high liquidity need; income goal,71,71,30,0,18
USR1252,46,30500,177000,medium,high,growth,Saudi,advanced,medium,Mixed,0.069,high risk tolerance; medium investment horizon; medium liquidity need,0,30,54,53,58
USR1253,22,6500,113000,medium,low,income,Saudi,beginner,high,Saudi_Funds,0.024,low risk tolerance; medium investment horizon; high liquidity need,81,83,22,6,16
USR1254,41,14500,358000,short,low,capital_preservation,Saudi,beginner,high,Deposits,0.325,low risk tolerance; short investment horizon; high liquidity need,120,81,14,0,0
USR1255,50,18500,322000,short,low,income,Saudi,advanced,medium,Deposits,0.068,low risk tolerance; short investment horizon; income goal,74,69,14,10,16
USR1256,25,7500,90000,short,low,capital_preservation,Saudi,beginner,high,Deposits,0.325,low risk tolerance; short investment horizon; high liquidity need,120,81,14,6,6
USR1257,54,22000,471000,medium,low,income,Saudi,intermediate,medium,Saudi_Funds,0.31,low risk tolerance; medium investment horizon; medium liquidity need,49,71,30,0,24
USR1258,42,12000,173000,long,medium,growth,US,intermediate,medium,Mixed,0.167,medium risk tolerance; long investment horizon; medium liquidity need,0,20,48,50,60
USR1259,30,7500,253000,medium,low,income,Saudi,beginner,medium,Saudi_Funds,0.289,low risk tolerance; medium investment horizon; medium liquidity need,59,83,22,0,16
USR1260,37,17000,568000,long,high,growth,Both,advanced,low,Mixed,0.023,high risk tolerance; long investment horizon; low liquidity need,0,5,50,86,88
USR1261,43,20000,391000,medium,medium,income,Saudi,intermediate,medium,Saudi_Funds,0.172,medium risk tolerance; medium investment horizon; medium liquidity need,14,58,48,0,42
USR1262,38,10500,145000,long,medium,growth,Saudi,intermediate,medium,Saudi_Stocks,0.032,medium risk tolerance; long investment horizon; growth goal,0,30,62,34,60
USR1263,43,22000,601000,medium,medium,income,Saudi,advanced,medium,Saudi_Funds,0.138,medium risk tolerance; medium investment horizon; medium liquidity need,14,58,40,14,50
USR1264,28,8000,33000,long,high,growth,Saudi,intermediate,low,US_Stocks,0.014,high risk tolerance; long investment horizon; low liquidity need,5,15,72,73,70
USR1265,39,16000,298000,long,medium,capital_preservation,US,intermediate,medium,Mixed,0.25,medium risk tolerance; long investment horizon; medium liquidity need,28,36,36,32,48
USR1266,23,11000,155000,medium,high,growth,Both,beginner,low,Mixed,0.139,high risk tolerance; medium investment horizon; low liquidity need,10,29,48,62,72
USR1267,36,13000,433000,medium,low,growth,Both,advanced,low,Mixed,0.25,medium investment horizon; low liquidity need; growth goal,35,42,28,41,56
USR1268,28,12000,40000,medium,medium,balanced,Both,intermediate,high,Mixed,0.342,medium risk tolerance; medium investment horizon; balanced goal,27,50,34,11,76
USR1269,30,9000,191000,long,high,balanced,US,intermediate,low,Mixed,0.071,high risk tolerance; long investment horizon; low liquidity need,0,8,46,65,70
USR1270,50,17500,480000,short,medium,balanced,Saudi,intermediate,high,Saudi_Funds,0.021,medium risk tolerance; short investment horizon; high liquidity need,47,48,40,0,44
USR1271,48,17000,323000,long,high,growth,US,intermediate,low,US_Stocks,0.229,high risk tolerance; long investment horizon; low liquidity need,0,0,58,83,64
USR1272,44,12500,72000,long,high,growth,Saudi,intermediate,medium,Saudi_Stocks,0.031,high risk tolerance; long investment horizon; growth goal,0,18,64,59,62
USR1273,27,9000,315000,long,high,growth,Saudi,intermediate,low,US_Stocks,0.014,high risk tolerance; long investment horizon; low liquidity need,0,10,72,73,70
USR1274,34,7000,140000,short,medium,income,Saudi,intermediate,high,Deposits,0.082,short investment horizon; high liquidity need; income goal,61,56,40,0,26
USR1275,50,16000,372000,long,medium,income,Both,advanced,low,Mixed,0.426,medium risk tolerance; long investment horizon; low liquidity need,14,33,36,39,68
USR1276,39,13000,140000,medium,medium,balanced,Both,intermediate,medium,Mixed,0.408,medium risk tolerance; medium investment horizon; medium liquidity need,0,45,34,5,76
USR1277,61,21500,407000,short,high,balanced,Saudi,intermediate,low,Mixed,0.074,high risk tolerance; low liquidity need; balanced goal,33,36,50,33,54
USR1278,41,14000,240000,short,low,capital_preservation,Saudi,beginner,high,Deposits,0.325,low risk tolerance; short investment horizon; high liquidity need,120,81,14,0,0
USR1279,39,14000,76000,long,high,balanced,Both,intermediate,low,Mixed,0.372,high risk tolerance; long investment horizon; low liquidity need,0,13,46,54,86
USR1280,34,15000,97000,short,low,income,Saudi,beginner,high,Deposits,0.236,low risk tolerance; short investment horizon; high liquidity need,106,81,14,0,0
USR1281,39,20000,612000,medium,high,balanced,Saudi,beginner,high,Mixed,0.074,high risk tolerance; medium investment horizon; balanced goal,32,50,42,29,54
USR1282,36,10500,114000,long,low,growth,Saudi,intermediate,low,Saudi_Stocks,0.154,long investment horizon; low liquidity need; growth goal,35,35,52,42,44
USR1283,45,11000,103000,long,high,growth,Saudi,intermediate,medium,Saudi_Stocks,0.031,high risk tolerance; long investment horizon; growth goal,0,18,64,59,62
USR1284,47,12000,235000,long,low,growth,Both,advanced,low,Mixed,0.081,long investment horizon; low liquidity need; growth goal,35,30,30,57,62
USR1285,30,9000,255000,medium,high,income,Both,advanced,low,Mixed,0.25,high risk tolerance; medium investment horizon; low liquidity need,14,33,36,48,64
USR1286,24,7500,37000,long,medium,balanced,US,intermediate,medium,Mixed,0.472,medium risk tolerance; long investment horizon; medium liquidity need,5,33,36,38,72
USR1287,22,6000,132000,long,high,balanced,US,beginner,medium,Mixed,0.045,high risk tolerance; long investment horizon; medium liquidity need,10,28,30,63,66
USR1288,43,10000,69000,short,low,income,Saudi,intermediate,medium,Deposits,0.068,low risk tolerance; short investment horizon; income goal,74,69,22,0,14
USR1289,26,8000,33000,short,low,growth,US,beginner,low,Deposits,0.307,low risk tolerance; short investment horizon; beginner investor,75,52,20,48,26
USR1290,22,8500,40000,medium,low,income,US,beginner,high,Deposits,0.093,low risk tolerance; high liquidity need; income goal,86,78,8,22,16
USR1291,41,19000,580000,long,high,growth,Both,advanced,medium,Mixed,0.093,high risk tolerance; long investment horizon; medium liquidity need,0,13,42,78,86
USR1292,62,19500,134000,long,medium,balanced,Both,advanced,low,Mixed,0.547,medium risk tolerance; long investment horizon; low liquidity need,8,33,36,39,86
USR1293,37,12000,53000,short,low,capital_preservation,Saudi,beginner,low,Deposits,0.255,low risk tolerance; short investment horizon; capital preservation goal,98,73,22,8,8
USR1294,46,12500,218000,short,medium,income,Both,advanced,high,Deposits,0.164,short investment horizon; high liquidity need; income goal,61,51,18,15,44
USR1295,38,14000,431000,long,medium,income,Both,intermediate,medium,Mixed,0.359,medium risk tolerance; long investment horizon; medium liquidity need,14,41,36,21,64
USR1296,37,10000,116000,long,low,balanced,US,beginner,medium,Saudi_Funds,0.151,low risk tolerance; medium liquidity need; balanced goal,45,53,10,32,40
USR1297,47,21500,363000,medium,high,growth,Both,advanced,low,Mixed,0.132,high risk tolerance; medium investment horizon; low liquidity need,0,17,48,66,76
USR1298,35,7000,30000,short,low,capital_preservation,Saudi,beginner,high,Deposits,0.312,low risk tolerance; short investment horizon; high liquidity need,125,86,14,0,0
USR1299,40,13000,231000,short,low,capital_preservation,Both,beginner,medium,Deposits,0.224,low risk tolerance; short investment horizon; capital preservation goal,98,76,0,5,22
USR1300,41,17000,375000,short,low,income,Saudi,beginner,high,Deposits,0.236,low risk tolerance; short investment horizon; high liquidity need,106,81,14,0,0
USR1301,31,12000,262000,long,medium,growth,Both,beginner,medium,Mixed,0.412,medium risk tolerance; long investment horizon; medium liquidity need,10,37,40,39,68
USR1302,47,46000,642000,short,medium,growth,US,advanced,high,US_Stocks,0.021,growth goal; advanced investor; prefers US market,47,30,30,48,46
USR1303,36,15000,201000,medium,medium,balanced,Saudi,intermediate,medium,Mixed,0.167,medium risk tolerance; medium investment horizon; medium liquidity need,0,50,48,0,60
USR1304,30,7500,48000,short,low,income,Saudi,intermediate,high,Deposits,0.267,low risk tolerance; short investment horizon; high liquidity need,101,74,22,0,8
USR1305,43,15500,234000,medium,low,capital_preservation,Saudi,beginner,low,Saudi_Funds,0.027,low risk tolerance; medium investment horizon; capital preservation goal,73,75,30,8,18
USR1306,29,5500,34000,medium,low,balanced,Saudi,beginner,high,Saudi_Funds,0.1,low risk tolerance; medium investment horizon; high liquidity need,72,80,22,6,34
USR1307,38,13500,382000,long,low,income,Saudi,advanced,low,Saudi_Funds,0.039,low risk tolerance; income goal; prefers Saudi market,49,51,32,34,34
USR1308,37,10000,348000,long,medium,balanced,Both,beginner,medium,Mixed,0.392,medium risk tolerance; long investment horizon; medium liquidity need,10,45,28,21,74
USR1309,48,25000,875000,short,low,income,Saudi,intermediate,medium,Deposits,0.068,low risk tolerance; short investment horizon; income goal,74,69,22,4,20
USR1310,42,13000,410000,long,low,capital_preservation,Saudi,beginner,low,Deposits,0.137,low risk tolerance; capital preservation goal; beginner investor,73,63,32,24,24
USR1311,37,13000,296000,short,low,income,Saudi,intermediate,low,Deposits,0.176,low risk tolerance; short investment horizon; income goal,74,61,30,8,16
USR1312,46,14000,365000,long,high,growth,Both,advanced,low,US_Stocks,0.0,high risk tolerance; long investment horizon; low liquidity need,0,5,50,82,82
USR1313,51,36000,446000,long,medium,growth,US,intermediate,low,Mixed,0.065,medium risk tolerance; long investment horizon; low liquidity need,0,12,56,58,62
USR1314,43,14500,345000,short,low,income,Both,beginner,medium,Deposits,0.095,low risk tolerance; short investment horizon; income goal,84,76,0,5,22
USR1315,38,27000,486000,long,high,balanced,Saudi,beginner,high,Mixed,0.185,high risk tolerance; long investment horizon; balanced goal,32,38,44,41,54
USR1316,24,11500,217000,medium,medium,balanced,Saudi,beginner,high,Saudi_Funds,0.161,medium risk tolerance; medium investment horizon; high liquidity need,32,62,40,6,52
USR1317,27,11500,322000,short,low,income,Both,beginner,high,Deposits,0.283,low risk tolerance; short investment horizon; high liquidity need,106,76,0,11,22
USR1318,34,14500,178000,long,high,growth,Both,intermediate,medium,Mixed,0.179,high risk tolerance; long investment horizon; medium liquidity need,0,13,50,64,78
USR1319,31,13000,175000,short,low,growth,US,intermediate,high,Deposits,0.476,low risk tolerance; short investment horizon; high liquidity need,82,43,20,34,20
USR1320,36,6500,217000,long,medium,income,Both,intermediate,low,Mixed,0.333,medium risk tolerance; long investment horizon; low liquidity need,14,33,44,29,66
USR1321,38,13000,63000,long,high,growth,Both,advanced,low,US_Stocks,0.0,high risk tolerance; long investment horizon; low liquidity need,0,5,50,82,82
USR1322,43,22000,418000,short,low,capital_preservation,Saudi,beginner,medium,Deposits,0.173,low risk tolerance; short investment horizon; capital preservation goal,98,81,14,0,6
USR1323,37,13500,447000,medium,high,balanced,Both,intermediate,medium,Mixed,0.538,high risk tolerance; medium investment horizon; medium liquidity need,0,33,36,30,78
USR1324,42,9500,219000,short,low,capital_preservation,US,beginner,high,Deposits,0.408,low risk tolerance; short investment horizon; high liquidity need,120,71,0,16,0
USR1325,38,14000,294000,medium,low,capital_preservation,US,intermediate,medium,Deposits,0.032,low risk tolerance; capital preservation goal,63,61,16,16,24
USR1326,22,14500,163000,short,low,income,Saudi,beginner,medium,Deposits,0.036,low risk tolerance; short investment horizon; income goal,84,81,14,6,12
USR1327,28,16000,229000,medium,low,capital_preservation,US,beginner,medium,Deposits,0.0,low risk tolerance; capital preservation goal; beginner investor,73,73,8,22,22
USR1328,36,13000,404000,short,high,balanced,Both,intermediate,high,Mixed,0.242,high risk tolerance; balanced goal; intermediate investor,47,31,28,30,62
USR1329,25,12500,268000,short,low,capital_preservation,Saudi,beginner,high,Deposits,0.325,low risk tolerance; short investment horizon; high liquidity need,120,81,14,6,6
USR1330,43,14000,279000,medium,medium,balanced,Saudi,intermediate,high,Mixed,0.074,medium risk tolerance; medium investment horizon; balanced goal,22,50,48,0,54
USR1331,53,11000,69000,medium,low,balanced,US,advanced,high,Deposits,0.07,low risk tolerance; high liquidity need,57,53,8,26,38
USR1332,50,13500,47000,short,low,income,Saudi,intermediate,medium,Deposits,0.063,low risk tolerance; short investment horizon; income goal,79,74,22,0,14
USR1333,35,22500,783000,long,low,income,Saudi,intermediate,medium,Saudi_Funds,0.169,low risk tolerance; medium liquidity need; income goal,49,59,32,20,36
USR1334,52,18000,277000,short,low,capital_preservation,Both,advanced,high,Deposits,0.0,controlled label noise for model robustness,110,64,0,15,26
USR1335,39,13500,309000,long,high,growth,US,intermediate,low,US_Stocks,0.229,high risk tolerance; long investment horizon; low liquidity need,0,0,58,83,64
USR1336,34,11500,64000,medium,medium,growth,Saudi,beginner,low,Saudi_Stocks,0.2,medium risk tolerance; medium investment horizon; low liquidity need,10,46,60,26,48
USR1337,31,22500,574000,long,high,growth,US,advanced,low,US_Stocks,0.258,high risk tolerance; long investment horizon; low liquidity need,0,0,50,97,72
USR1338,34,22500,759000,short,low,income,Both,intermediate,medium,Deposits,0.135,low risk tolerance; short investment horizon; income goal,74,64,8,9,36
USR1339,34,27500,604000,short,low,income,US,beginner,high,Deposits,0.33,low risk tolerance; short investment horizon; high liquidity need,106,71,0,20,6
USR1340,39,13500,96000,medium,medium,balanced,Saudi,advanced,medium,Mixed,0.194,medium risk tolerance; medium investment horizon; medium liquidity need,0,50,40,10,62
USR1341,39,16000,355000,medium,medium,income,Saudi,intermediate,medium,Saudi_Funds,0.172,medium risk tolerance; medium investment horizon; medium liquidity need,14,58,48,0,42
USR1342,38,8000,226000,long,medium,balanced,US,intermediate,low,Mixed,0.353,medium risk tolerance; long investment horizon; low liquidity need,0,20,44,40,68
USR1343,42,26500,434000,short,medium,balanced,Saudi,beginner,high,Saudi_Funds,0.05,medium risk tolerance; short investment horizon; high liquidity need,57,60,32,0,36
USR1344,49,12000,384000,medium,medium,income,US,intermediate,medium,Saudi_Funds,0.125,medium risk tolerance; medium investment horizon; medium liquidity need,14,48,34,16,42
USR1345,47,19000,463000,long,high,balanced,Saudi,intermediate,low,Mixed,0.143,high risk tolerance; long investment horizon; low liquidity need,0,18,60,49,70
